CustomerID,Country,State,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total_Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
1567-DSCIC,United States,California,San Mateo,94401,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,1,71,2632,Product dissatisfaction
2150-UWTFY,United States,California,San Mateo,94402,Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,1,87,4626,Service dissatisfaction
2683-BPJSO,United States,California,Byron,94514,Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,1,99,2651,Lack of self-service on Website
2157-MXBJS,United States,California,Calistoga,94515,Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,1,89,4800,Network reliability
9360-AHGNL,United States,California,Concord,94519,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,1,69,5863,Limited range of services
1087-UDSIH,United States,California,Concord,94520,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,1,81,5000,Lack of affordable download/upload speed
5485-WUYWF,United States,California,Crockett,94525,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,1,87,4522,Long distance charges
2632-UCGVD,United States,California,Fairfield,94533,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,1,72,4512,Extra data charges
5445-PZWGX,United States,California,Travis Afb,94535,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,1,87,5090,Price too high
9170-CCKOU,United States,California,Fremont,94539,Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,1,91,2026,Product dissatisfaction
1043-YCUTE,United States,California,Hayward,94544,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,1,79,6484,Service dissatisfaction
3814-MLAXC,United States,California,Hayward,94545,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,1,67,2554,Lack of self-service on Website
1226-UDFZR,United States,California,Lafayette,94549,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,1,78,3599,Network reliability
6425-YQLLO,United States,California,Pinole,94564,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,1,86,6117,Don't know
5442-UTCVD,United States,California,Pittsburg,94565,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,1,91,2704,Attitude of service provider
7734-DBOAI,United States,California,Pope Valley,94567,Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,1,93,5434,Attitude of support person
2091-RFFBA,United States,California,Port Costa,94569,Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,1,75,2560,Attitude of support person
2114-MGINA,United States,California,Rio Vista,94571,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,1,81,4107,Attitude of support person
4489-SNOJF,United States,California,Deer Park,94576,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,1,83,5898,Don't know
6899-PPEEA,United States,California,Vallejo,94590,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1,81,4448,Attitude of service provider
2187-LZGPL,United States,California,Walnut Creek,94596,Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,1,68,4414,Attitude of service provider
4597-NUCQV,United States,California,Oakland,94601,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,1,87,4287,Attitude of support person
9019-QVLZD,United States,California,Oakland,94602,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,1,81,5082,Competitor made better offer
3707-LRWZD,United States,California,Oakland,94611,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,1,68,3553,Moved
1455-ESIQH,United States,California,Oakland,94619,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,79,2905,Moved
2979-SXESE,United States,California,Berkeley,94703,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1,66,4103,Moved
4013-TLDHQ,United States,California,Berkeley,94704,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1,72,3666,Competitor had better devices
3754-DXMRT,United States,California,San Pablo,94806,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,1,86,5655,Competitor offered higher download speeds
7130-VTEWQ,United States,California,San Rafael,94903,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,92,4174,Competitor offered more data
6121-VZNQB,United States,California,Bolinas,94924,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,84,5890,Competitor made better offer
7903-CMPEY,United States,California,Corte Madera,94925,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,87,4138,Competitor had better devices
6996-KNSML,United States,California,Cotati,94931,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,73,5919,Competitor had better devices
1704-NRWYE,United States,California,Point Reyes Station,94956,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,1,71,5242,Competitor offered higher download speeds
2592-SEIFQ,United States,California,San Anselmo,94960,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,1,69,3503,Competitor offered higher download speeds
7481-ATQQS,United States,California,Boulder Creek,95006,Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,1,70,5651,Competitor offered higher download speeds
8642-GVWRF,United States,California,Capitola,95010,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,1,65,3039,Competitor offered more data
3400-ESFUW,United States,California,Cupertino,95014,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,1,69,5463,Competitor offered more data
2057-ZBLPD,United States,California,Los Gatos,95032,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,1,72,2036,Competitor offered more data
5502-RLUYV,United States,California,Milpitas,95035,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,1,86,4283,Competitor made better offer
0023-HGHWL,United States,California,Morgan Hill,95037,Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,1,85,5437,Competitor made better offer
9039-RBEEE,United States,California,Santa Clara,95050,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1,80,3080,Price too high
8417-FMLZI,United States,California,Santa Cruz,95060,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,91,4242,Product dissatisfaction
1792-UXAFY,United States,California,San Jose,95110,Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1,89,5082,Service dissatisfaction
0515-YPMCW,United States,California,San Jose,95116,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,90,3525,Lack of self-service on Website
0378-XSZPU,United States,California,San Jose,95117,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,88,4026,Network reliability
4729-XKASR,United States,California,San Jose,95123,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,1,96,3001,Limited range of services
5449-FIBXJ,United States,California,San Jose,95127,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,67,2349,Lack of affordable download/upload speed
9837-BMCLM,United States,California,Stockton,95202,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,1,71,3567,Long distance charges
0137-UDEUO,United States,California,Stockton,95204,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,1,95,3398,Extra data charges
6161-UUUTA,United States,California,Stockton,95206,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,1,97,4367,Price too high
6543-XRMYR,United States,California,Stockton,95209,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,1,69,3548,Product dissatisfaction
4925-LMHOK,United States,California,Stockton,95212,Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,1,97,2003,Service dissatisfaction
1455-UGQVH,United States,California,Acampo,95220,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,1,91,4501,Lack of self-service on Website
8280-MQRQN,United States,California,Arnold,95223,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,1,69,2806,Network reliability
2037-SGXHH,United States,California,Campo Seco,95226,Male,No,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,1,71,3498,Don't know
3178-FESZO,United States,California,Clements,95227,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,1,100,5797,Don't know
6087-MVHJH,United States,California,French Camp,95231,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,1,88,5186,Don't know
4603-JANFB,United States,California,Glencoe,95232,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,97,4548,Poor expertise of online support
3018-TFTSU,United States,California,Hathaway Pines,95233,Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,1,76,2850,Poor expertise of phone support
4806-KEXQR,United States,California,Lockeford,95237,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,1,77,4669,Competitor had better devices
7083-YNSKY,United States,California,Lodi,95242,Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,1,86,2853,Competitor offered higher download speeds
2479-BRAMR,United States,California,Murphys,95247,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,1,71,4995,Competitor offered more data
7434-SHXLS,United States,California,Wallace,95254,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,1,82,5421,Competitor made better offer
7908-QCBCA,United States,California,Atwater,95301,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,1,65,2404,Competitor had better devices
6711-FLDFB,United States,California,Big Oak Flat,95305,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,1,68,5159,Competitor had better devices
3714-JTVOV,United States,California,Crows Landing,95313,Female,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,1,94,2322,Competitor offered higher download speeds
4702-IOQDC,United States,California,Gustine,95322,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,1,100,2007,Competitor offered higher download speeds
6178-KFNHS,United States,California,Hughson,95326,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,1,98,3545,Competitor offered higher download speeds
1264-BYWMS,United States,California,La Grange,95329,Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,1,82,4089,Competitor offered more data
9658-WYUFB,United States,California,Lathrop,95330,Female,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,1,66,2825,Competitor offered more data
2013-SGDXK,United States,California,Mariposa,95338,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,1,78,2172,Competitor offered more data
8580-QVLOC,United States,California,Merced,95348,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,1,78,5697,Competitor made better offer
2012-NWRPA,United States,California,Modesto,95355,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1,71,3172,Competitor made better offer
8808-ELEHO,United States,California,Modesto,95356,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,1,72,3812,Price too high
3506-LCJDC,United States,California,Modesto,95358,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,1,76,4860,Product dissatisfaction
3934-HXCFZ,United States,California,Pinecrest,95364,Male,No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,1,76,5338,Service dissatisfaction
7666-WKRON,United States,California,Riverbank,95367,Female,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,1,85,2224,Lack of self-service on Website
4910-AQFFX,United States,California,Soulsbyville,95372,Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,93,4533,Network reliability
2154-KVJFF,United States,California,Stevinson,95374,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1,65,2813,Limited range of services
9647-ERGBE,United States,California,Turlock,95380,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,1,100,4664,Lack of affordable download/upload speed
3428-XZMAZ,United States,California,Turlock,95382,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,1,91,5796,Long distance charges
0378-TOVMS,United States,California,Vernalis,95385,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,89,5641,Extra data charges
4355-HBJHH,United States,California,Waterford,95386,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,1,77,6289,Price too high
9058-CBREO,United States,California,Winton,95388,Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,1,95,3357,Product dissatisfaction
0318-QUUOB,United States,California,Santa Rosa,95403,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,1,91,4273,Service dissatisfaction
5520-FVEWJ,United States,California,Santa Rosa,95405,Female,No,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,1,84,4154,Lack of self-service on Website
5572-ZDXHY,United States,California,Santa Rosa,95409,Female,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1,85,5313,Network reliability
3750-CKVKH,United States,California,Clearlake Oaks,95423,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,71,2299,Don't know
8063-GBATB,United States,California,Cobb,95426,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,1,80,5172,Competitor had better devices
4547-KQRTM,United States,California,Eldridge,95431,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,1,76,3740,Competitor offered higher download speeds
4877-EVATK,United States,California,Elk,95432,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,Yes,1,83,3657,Competitor offered more data
7639-SUPCW,United States,California,Glen Ellen,95442,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1,100,2270,Competitor made better offer
1069-XAIEM,United States,California,Mendocino,95460,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,96,2975,Competitor had better devices
4658-HCOHW,United States,California,Redwood Valley,95470,Female,No,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,1,100,3123,Competitor had better devices
3440-JPSCL,United States,California,Sonoma,95476,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,1,87,3722,Competitor offered higher download speeds
2889-FPWRM,United States,California,Mckinleyville,95519,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,1,100,4432,Competitor offered higher download speeds
6987-XQSJT,United States,California,Blue Lake,95525,Female,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,1,78,5684,Competitor offered higher download speeds
4290-BSXUX,United States,California,Fields Landing,95537,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,87,5036,Competitor offered more data
0325-XBFAC,United States,California,Hoopa,95546,Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,1,94,5811,Competitor offered more data
2462-XIIJB,United States,California,Miranda,95553,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,1,73,2810,Competitor offered more data
4760-XOHVN,United States,California,Myers Flat,95554,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,Yes,1,84,2865,Competitor made better offer
7817-BOQPW,United States,California,Rio Dell,95562,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,1,77,4320,Competitor made better offer
1853-UDXBW,United States,California,Samoa,95564,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,Yes,1,85,2485,Price too high
5458-CQJTA,United States,California,Smith River,95567,Male,No,Yes,No,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Yes,1,89,5207,Product dissatisfaction
5219-YIPTK,United States,California,Trinidad,95570,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,Yes,1,71,3185,Service dissatisfaction
3540-RZJYU,United States,California,Zenia,95595,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,Yes,1,90,5829,Lack of self-service on Website
2091-MJTFX,United States,California,Auburn,95602,Female,No,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,Yes,1,79,4568,Network reliability
0883-EIBTI,United States,California,Clarksburg,95612,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,Yes,1,82,2484,Limited range of services
0722-TROQR,United States,California,Davis,95616,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes,1,78,2122,Lack of affordable download/upload speed
7571-YXDAD,United States,California,Davis,95618,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes,1,93,2078,Long distance charges
3393-FMZPV,United States,California,Elverta,95626,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes,1,74,2195,Extra data charges
6402-ZFPPI,United States,California,Fair Oaks,95628,Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,Yes,1,94,4969,Price too high
7486-KSRVI,United States,California,Folsom,95630,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,Yes,1,93,4760,Product dissatisfaction
8443-WVPSS,United States,California,Galt,95632,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Yes,1,69,4243,Service dissatisfaction
3006-XIMLN,United States,California,Garden Valley,95633,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,1,79,5299,Lack of self-service on Website
9965-YOKZB,United States,California,Grizzly Flats,95636,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Yes,1,71,3723,Network reliability
0504-HHAPI,United States,California,Guinda,95637,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes,1,96,2420,Don't know
6305-YLBMM,United States,California,Hood,95639,Male,No,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,Yes,1,100,4254,Attitude of service provider
3647-GMGDH,United States,California,Jackson,95642,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Yes,1,72,5615,Attitude of support person
3791-LGQCY,United States,California,Loomis,95650,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Yes,1,85,4803,Attitude of support person
8166-ZZTFS,United States,California,Roseville,95661,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes,1,94,4400,Attitude of support person
2956-GGUCQ,United States,California,Pioneer,95666,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,1772.25,Yes,1,65,3079,Attitude of service provider
6595-COKXZ,United States,California,Plymouth,95669,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,Yes,1,65,4879,Attitude of service provider
0362-ZBZWJ,United States,California,Thornton,95686,Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes,1,69,2455,Attitude of service provider
